,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
689339,2446,1258,5,974404328,M,18,7,10038,"Shining, The (1980)",Horror,False
928311,714,2092,3,975782838,M,18,4,76013,"Return of Jafar, The (1993)",Animation|Children's|Musical,False
658742,4384,2145,4,965171809,M,25,0,43623,Pretty in Pink (1986),Comedy|Drama|Romance,False
281397,3017,1794,3,970508000,F,35,9,85255,Love and Death on Long Island (1997),Comedy|Drama,False
48723,4006,260,5,965551278,M,1,7,48038,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
785701,919,2942,2,975204133,F,35,1,92056,Flashdance (1983),Drama|Romance,False
98461,5824,110,3,957968062,M,18,12,18052,Braveheart (1995),Action|Drama|War,False
122380,1377,1370,4,974774045,M,35,16,65270,Die Hard 2 (1990),Action|Thriller,False
106521,4647,1945,5,963980703,M,35,20,80222,On the Waterfront (1954),Crime|Drama,False
157832,4054,380,4,965510552,M,35,3,68122,True Lies (1994),Action|Adventure|Comedy|Romance,False
644732,5070,1077,3,963773368,M,25,2,55344,Sleeper (1973),Comedy|Sci-Fi,False
656496,18,302,5,978156954,F,18,3,95825,Queen Margot (La Reine Margot) (1994),Drama|Romance,False
478983,1181,2826,4,974855027,M,35,7,20716,"13th Warrior, The (1999)",Action|Horror|Thriller,False
997776,731,3570,5,975508179,M,45,3,55410,"Last September, The (1999)",Drama,False
660061,5283,1275,5,961164952,M,18,2,63138,Highlander (1986),Action|Adventure,False
346091,3841,1959,3,965999221,M,45,18,26101,Out of Africa (1985),Drama|Romance,False
900014,1279,55,3,974852104,M,35,1,98502,Georgia (1995),Drama,False
75820,5180,1213,4,961805497,M,35,11,85044,GoodFellas (1990),Crime|Drama,False
401169,2636,529,4,994019754,M,18,12,78750,Searching for Bobby Fischer (1993),Drama,False
94611,1211,3256,4,976218271,M,18,4,10027,Patriot Games (1992),Action|Thriller,False
728001,2203,1222,4,974604055,M,45,12,53718,Full Metal Jacket (1987),Action|Drama|War,False
514982,5359,2005,4,975946125,M,18,16,27705,"Goonies, The (1985)",Adventure|Children's|Fantasy,False
686660,4079,1242,4,965442490,M,35,17,26505,Glory (1989),Action|Drama|War,False
115556,5039,1084,4,962513267,F,35,4,97068,Bonnie and Clyde (1967),Crime|Drama,False
314023,2489,1747,3,990970767,F,35,9,37843,Wag the Dog (1997),Comedy|Drama,False
674688,2015,2421,4,974758159,M,18,4,01003,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,False
339991,4808,266,4,962948961,M,35,0,96707-1321,Legends of the Fall (1994),Drama|Romance|War|Western,False
142486,4879,2571,4,962767067,M,25,3,60626,"Matrix, The (1999)",Action|Sci-Fi|Thriller,False
951976,6025,1389,2,956730454,F,25,1,32607,Jaws 3-D (1983),Action|Horror,False
404635,3224,1358,4,968542213,F,25,14,93428,Sling Blade (1996),Drama|Thriller,False
285910,2203,1722,3,974604485,M,45,12,53718,Tomorrow Never Dies (1997),Action|Romance|Thriller,False
825166,4718,2926,5,963432220,M,35,7,03885,Hairspray (1988),Comedy|Drama,False
320350,1998,34,5,976022437,F,50,9,24018,Babe (1995),Children's|Comedy|Drama,False
192162,5972,2997,5,963614346,F,25,20,55428,Being John Malkovich (1999),Comedy,False
393021,792,223,5,975423233,M,25,17,01002,Clerks (1994),Comedy,False
159578,4207,349,5,965326088,M,35,1,90731,Clear and Present Danger (1994),Action|Adventure|Thriller,False
190655,1912,2997,2,975382671,M,25,4,91325,Being John Malkovich (1999),Comedy,False
310993,4274,1093,2,965301316,F,45,1,04258,"Doors, The (1991)",Drama|Musical,False
718785,2077,3052,3,979972363,M,18,0,55112,Dogma (1999),Comedy,False
11656,2248,919,5,974596116,F,35,12,46755,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,False
296097,3012,1517,3,1044066486,M,25,12,78660,Austin Powers: International Man of Mystery (1997),Comedy,False
178262,1266,356,2,978577196,M,25,4,18104,Forrest Gump (1994),Comedy|Romance|War,False
343403,4946,912,5,962641596,F,35,1,91106,Casablanca (1942),Drama|Romance|War,False
293163,187,194,4,977077178,F,45,1,94061,Smoke (1995),Drama,False
947279,1470,1326,1,974838501,M,18,4,94118,Amityville II: The Possession (1982),Horror,False
411564,5367,3253,3,960651963,M,18,4,55344,Wayne's World (1992),Comedy,False
566171,699,788,3,975563652,M,18,0,73505,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,False
837515,1181,3549,4,974946897,M,35,7,20716,Guys and Dolls (1955),Musical,False
313253,3095,497,5,969644607,F,25,3,06810,Much Ado About Nothing (1993),Comedy|Romance,False
7842,5103,1197,5,962413695,F,35,16,78222,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,False
576086,4169,2616,4,976589017,M,50,0,66048,Dick Tracy (1990),Action|Crime,False
733384,3884,1267,5,965816842,M,18,4,78759,"Manchurian Candidate, The (1962)",Film-Noir|Thriller,False
131671,1969,1552,4,974687264,F,25,3,92116,Con Air (1997),Action|Adventure|Thriller,False
616714,4041,1805,3,965711614,M,18,3,48005,Wild Things (1998),Crime|Drama|Mystery|Thriller,False
461267,4796,2161,3,962989754,M,35,7,98103,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy,False
66808,3358,2628,4,967697131,F,25,1,91790,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,False
63450,1165,648,2,976583946,M,25,12,45014,Mission: Impossible (1996),Action|Adventure|Mystery,False
370862,1984,465,2,974770201,M,18,10,92130,Heaven & Earth (1993),Action|Drama|War,False
310696,1775,1093,4,974702068,M,25,4,70115,"Doors, The (1991)",Drama|Musical,False
121352,4007,1265,5,965673331,M,35,12,88005,Groundhog Day (1993),Comedy|Romance,False
798318,3864,2550,4,965856457,M,50,20,29630,"Haunting, The (1963)",Horror|Thriller,False
458383,2955,2300,4,971206400,M,35,14,92025,"Producers, The (1968)",Comedy|Musical,False
805007,996,494,4,976433942,M,25,17,98102,Executive Decision (1996),Action|Thriller,False
393996,4824,223,5,962916818,M,25,7,55411,Clerks (1994),Comedy,False
296806,398,1089,4,1044567832,M,25,17,55454,Reservoir Dogs (1992),Crime|Thriller,False
805500,1069,3943,3,974941882,M,25,20,98105,Bamboozled (2000),Comedy,False
992959,869,881,1,999377403,M,18,20,92026,First Kid (1996),Children's|Comedy,False
672508,2098,1391,3,974654905,M,35,20,48067,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War,False
865791,2736,1914,4,973226554,M,45,12,80303,Smoke Signals (1998),Comedy|Drama,False
314978,3080,2908,5,969810836,M,25,20,55410,Boys Don't Cry (1999),Drama,False
163690,639,1527,3,975728184,M,45,17,85202,"Fifth Element, The (1997)",Action|Sci-Fi,False
587781,3934,2572,3,965706365,M,25,0,44512,10 Things I Hate About You (1999),Comedy|Romance,False
714430,2102,1799,1,974655744,M,25,11,48825,Suicide Kings (1997),Crime|Drama,False
718999,3727,3052,5,966222319,M,35,7,74401,Dogma (1999),Comedy,False
895100,5205,177,4,961639967,M,25,1,02908,Lord of Illusions (1995),Horror,False
390765,3018,2699,3,972683902,M,35,0,45242,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller,False
107830,1374,2858,5,974768186,M,50,1,91403,American Beauty (1999),Comedy|Drama,False
253233,1980,3081,3,974775948,M,35,7,06460,Sleepy Hollow (1999),Horror|Romance,False
92820,1530,1188,5,974745124,M,25,4,53711,Strictly Ballroom (1992),Comedy|Romance,False
455431,5678,750,5,958625902,M,35,17,98103,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War,False
6365,1224,1197,4,974837490,M,50,13,02125,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,False
975461,2781,3090,5,977333652,M,35,4,45205,Matewan (1987),Drama,False
693062,1094,2648,3,974929258,F,18,0,92626,Frankenstein (1931),Horror,False
217562,530,3702,3,976142734,M,25,2,10019,Mad Max (1979),Action|Sci-Fi,False
337499,591,838,3,975909224,M,25,0,76201,Emma (1996),Comedy|Drama|Romance,False
384201,5401,345,5,960261018,F,18,1,20003,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,False
518753,5367,898,4,960502720,M,18,4,55344,"Philadelphia Story, The (1940)",Comedy|Romance,False
331325,5100,597,4,962408825,M,50,6,193122042,Pretty Woman (1990),Comedy|Romance,False
350586,3618,1573,3,966598317,M,56,17,22657,Face/Off (1997),Action|Sci-Fi|Thriller,False
397105,1836,300,5,974828011,M,25,0,10016,Quiz Show (1994),Drama,False
54119,4143,2028,4,965346518,F,25,5,60441,Saving Private Ryan (1998),Action|Drama|War,False
700905,2881,2502,5,972252340,F,25,12,77019,Office Space (1999),Comedy|Romance,False
587850,4491,2572,4,965007375,M,18,4,52405,10 Things I Hate About You (1999),Comedy|Romance,False
390226,735,2699,4,975695140,M,25,14,04240,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller,False
617859,1697,2394,5,974711224,F,18,4,98052,"Prince of Egypt, The (1998)",Animation|Musical,False
960887,2537,3395,2,974052663,M,35,11,37620,Nadine (1987),Comedy,False
828946,4433,2467,4,965099146,M,25,0,43081,"Name of the Rose, The (1986)",Mystery,False
360425,5954,1693,3,957703337,M,45,11,70802,Amistad (1997),Drama,False
323878,175,2406,3,977113670,F,25,2,95123,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,False
715536,5111,2163,2,962331407,M,35,2,78006,Attack of the Killer Tomatoes! (1980),Comedy|Horror,False
779969,3618,432,3,966863084,M,56,17,22657,City Slickers II: The Legend of Curly's Gold (1994),Comedy|Western,False
132875,3389,736,4,967581016,M,18,0,13603,Twister (1996),Action|Adventure|Romance|Thriller,False
292208,4284,3113,2,965277979,M,50,7,40601,End of Days (1999),Action|Thriller,False
463491,4729,830,3,963351537,M,50,16,55347,"First Wives Club, The (1996)",Comedy,False
252830,2737,1192,4,973228715,M,25,3,50311,Paris Is Burning (1990),Documentary,False
233929,1285,215,4,974832966,M,35,4,98125,Before Sunrise (1995),Drama|Romance,False
694092,5387,1350,3,961191981,F,25,1,45056,"Omen, The (1976)",Horror,False
9861,4051,2804,3,965493994,M,18,14,01604,"Christmas Story, A (1983)",Comedy|Drama,False
425164,5111,1252,5,962329517,M,35,2,78006,Chinatown (1974),Film-Noir|Mystery|Thriller,False
168707,3771,780,2,966182278,M,25,1,14982,Independence Day (ID4) (1996),Action|Sci-Fi|War,False
740370,1448,2241,4,977258425,F,25,3,17522,Class (1983),Comedy,False
302765,2844,3267,3,972530263,M,25,20,87103,"Mariachi, El (1992)",Action|Thriller,False
600764,839,1883,4,975362410,M,25,0,98103,Bulworth (1998),Comedy,False
90216,3679,3147,5,976298337,M,25,4,68108,"Green Mile, The (1999)",Drama|Thriller,False
495361,5319,2193,4,960867188,M,18,17,94941,Willow (1988),Action|Adventure|Fantasy,False
725863,4609,3243,1,964164752,F,25,4,53951,Encino Man (1992),Comedy,False
592720,4285,141,4,965280618,M,35,0,62704,"Birdcage, The (1996)",Comedy,False
178300,1387,356,2,974768294,F,50,13,94702,Forrest Gump (1994),Comedy|Romance|War,False
46240,3057,2692,5,970073293,F,25,12,55438,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance,False
507193,5115,62,3,962306866,M,56,12,02143,Mr. Holland's Opus (1995),Drama,False
785475,4240,3098,3,965309966,M,35,17,55330,"Natural, The (1984)",Drama,False
252214,1019,52,4,975008035,M,35,1,60640,Mighty Aphrodite (1995),Comedy,False
519710,3272,899,5,968203977,M,35,0,08330,Singin' in the Rain (1952),Musical|Romance,False
274556,1017,968,5,975010368,M,35,0,30906,Night of the Living Dead (1968),Horror|Sci-Fi,False
10644,2734,594,2,973231472,F,18,4,02912,Snow White and the Seven Dwarfs (1937),Animation|Children's|Musical,False
390307,1114,2699,2,974915102,F,18,9,75801,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller,False
326624,4042,3717,3,1004837556,M,35,15,94002,Gone in 60 Seconds (2000),Action|Crime,False
471605,300,2174,3,976505596,M,25,7,78664,Beetlejuice (1988),Comedy|Fantasy,False
881412,3727,419,1,966220084,M,35,7,74401,"Beverly Hillbillies, The (1993)",Comedy,False
578059,3195,2641,4,968641067,M,18,4,80228,Superman II (1980),Action|Adventure|Sci-Fi,False
693153,2288,2648,4,974520724,M,1,10,13066,Frankenstein (1931),Horror,False
555187,442,2706,3,978732502,M,25,1,55105,American Pie (1999),Comedy,False
932739,4738,2971,4,963278162,M,56,1,23608,All That Jazz (1979),Musical,False
354060,1474,2336,2,975100149,M,25,4,98115,Elizabeth (1998),Drama,False
647463,2907,2533,3,971842396,F,35,5,12345,Escape from the Planet of the Apes (1971),Action|Sci-Fi,False
292174,3834,3113,4,966395653,M,18,2,02322,End of Days (1999),Action|Thriller,False
410337,5367,1148,4,960501161,M,18,4,55344,"Wrong Trousers, The (1993)",Animation|Comedy,False
403705,4489,1356,4,965010512,M,18,4,78613,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi,False
778913,549,2266,4,976071167,M,25,6,53217,"Butcher's Wife, The (1991)",Comedy|Romance,False
408233,3999,3755,4,965573073,M,35,17,30701,"Perfect Storm, The (2000)",Action|Adventure|Thriller,False
454716,2566,750,3,973966562,M,35,17,94022,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War,False
154452,4002,21,5,965564243,M,45,16,20880,Get Shorty (1995),Action|Comedy|Drama,False
443047,2496,2072,2,974090728,M,50,1,37932,"'burbs, The (1989)",Comedy,False
458393,3031,2300,5,970955016,M,18,4,48135,"Producers, The (1968)",Comedy|Musical,False
304629,3922,2395,4,965711848,M,18,4,53211,Rushmore (1998),Comedy,False
420438,5153,3358,3,961968410,M,25,7,60046,Defending Your Life (1991),Comedy|Romance,False
177650,4852,1244,4,962849698,M,35,0,42025,Manhattan (1979),Comedy|Drama|Romance,False
690305,687,1407,4,975690726,F,25,7,14136,Scream (1996),Horror|Thriller,False
229588,3312,39,4,967955836,F,18,4,90039,Clueless (1995),Comedy|Romance,False
507642,4268,2436,4,965304182,F,45,20,04046,Tea with Mussolini (1999),Comedy,False
287093,2507,908,5,974076001,M,25,4,94107,North by Northwest (1959),Drama|Thriller,False
684513,1752,1094,4,975733256,M,25,3,96813,"Crying Game, The (1992)",Drama|Romance|War,False
432330,222,2,3,976834893,M,25,1,55116,Jumanji (1995),Adventure|Children's|Fantasy,False
800083,499,1208,3,976217832,F,25,1,55108,Apocalypse Now (1979),Drama|War,False
801850,5850,3366,1,957764755,F,25,7,78230,Where Eagles Dare (1969),Action|Adventure|War,False
8617,3476,1287,5,968804829,M,50,0,44126,Ben-Hur (1959),Action|Adventure|Drama,False
770985,3650,3614,5,966458562,M,25,0,60611,Honeymoon in Vegas (1992),Comedy|Romance,False
475861,563,1376,4,976045706,M,25,4,53703,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi,False
438125,4215,1269,4,965326082,M,25,7,77006,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,False
116616,148,480,5,977333442,M,50,17,57747,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
457951,3363,3466,4,978225835,F,35,9,04046,Heart and Souls (1993),Comedy|Fantasy,False
859475,4279,2456,3,965284926,M,25,16,43215,"Fly II, The (1989)",Horror|Sci-Fi,False
62622,3836,2194,3,965926487,F,50,8,84770,"Untouchables, The (1987)",Action|Crime|Drama,False
622452,777,2720,1,975440219,M,18,19,87543,Inspector Gadget (1999),Action|Adventure|Children's|Comedy,False
545739,1753,1230,5,974704972,M,35,6,90803,Annie Hall (1977),Comedy|Romance,False
784449,1181,455,2,976146988,M,35,7,20716,Free Willy (1993),Adventure|Children's|Drama,False
221612,2921,3527,4,971669835,M,50,1,53221,Predator (1987),Action|Sci-Fi|Thriller,False
23185,5025,720,5,962574235,M,25,20,60615,Wallace & Gromit: The Best of Aardman Animation (1996),Animation,False
753067,1470,2119,2,974838867,M,18,4,94118,Maximum Overdrive (1986),Horror,False
394982,594,3948,5,975898583,F,56,13,60076,Meet the Parents (2000),Comedy,False
867158,4510,909,3,964992706,M,45,7,92503,"Apartment, The (1960)",Comedy|Drama,False
780773,728,2412,2,975515695,M,25,6,11598,Rocky V (1990),Action|Drama,False
750783,4386,3763,3,965231249,M,25,5,74055,F/X (1986),Action|Crime|Thriller,False
207969,1701,3671,2,983174434,F,25,4,97233,Blazing Saddles (1974),Comedy|Western,False
552325,272,208,4,976695221,M,18,0,80302,Waterworld (1995),Action|Adventure,False
126421,2136,2427,4,974642376,M,35,18,13027,"Thin Red Line, The (1998)",Action|Drama|War,False
124317,4041,1372,5,965503122,M,18,3,48005,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi,False
188459,3550,3868,4,966986523,M,25,5,55447,"Naked Gun: From the Files of Police Squad!, The (1988)",Comedy,False
473688,3007,1374,4,970539976,M,35,0,33174,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi,False
450211,881,316,2,975262175,M,18,14,76401,Stargate (1994),Action|Adventure|Sci-Fi,False
759208,3940,372,4,965752899,M,35,20,32708,Reality Bites (1994),Comedy|Drama,False
782085,5568,511,5,959311319,M,18,4,49841,"Program, The (1993)",Action|Drama,False
18623,1883,2687,3,974877614,F,50,0,94521,Tarzan (1999),Animation|Children's,False
133525,291,1198,3,976563948,M,35,12,55110,Raiders of the Lost Ark (1981),Action|Adventure,False
975340,922,1631,1,975213516,M,56,16,48009,"Assignment, The (1997)",Thriller,False
656521,1845,302,4,974709941,M,25,2,10002,Queen Margot (La Reine Margot) (1994),Drama|Romance,False
466273,629,2096,4,975784232,F,1,10,48154,Sleeping Beauty (1959),Animation|Children's|Musical,False
754261,1780,3361,3,974748862,M,35,1,22181,Bull Durham (1988),Comedy,False
903067,2323,2114,3,974625522,M,35,3,13088,"Outsiders, The (1983)",Drama,False
760147,5762,2352,5,958220048,F,35,6,55125,"Big Chill, The (1983)",Comedy|Drama,False
510743,3834,2001,4,966399633,M,18,2,02322,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,False
615449,533,2605,2,976219854,M,25,12,27514,Entrapment (1999),Crime|Thriller,False
907305,1465,2147,3,974765169,M,50,16,93003,"Clan of the Cave Bear, The (1986)",Drama,False
88110,1333,1259,5,974775762,M,25,17,06460,Stand by Me (1986),Adventure|Comedy|Drama,False
192114,5826,2997,5,957897226,M,18,4,60201,Being John Malkovich (1999),Comedy,False
78631,5005,2881,4,962589448,M,45,16,92807,Double Jeopardy (1999),Action|Thriller,False
141711,3095,2571,5,969645550,F,25,3,06810,"Matrix, The (1999)",Action|Sci-Fi|Thriller,False
377337,3621,1589,3,966575774,M,18,4,33023,Cop Land (1997),Crime|Drama|Mystery,False
480533,2934,1019,3,971488015,F,35,20,91324,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,False
917826,2498,3529,3,974089333,M,56,18,70817,"Postman Always Rings Twice, The (1981)",Crime|Thriller,False
847389,245,1395,3,976736416,M,35,16,66046,Tin Men (1987),Comedy|Drama,False
500344,4830,2424,3,962906655,M,1,10,55317,You've Got Mail (1998),Comedy|Romance,False
453213,2109,1282,5,974652475,M,25,16,13090,Fantasia (1940),Animation|Children's|Musical,False
556854,1112,2710,5,974944135,M,18,6,19104,"Blair Witch Project, The (1999)",Horror,False
785880,4140,2942,3,965355850,M,25,0,32112,Flashdance (1983),Drama|Romance,False
713046,3320,173,4,968522304,M,25,1,56082,Judge Dredd (1995),Action|Adventure|Sci-Fi,False
855079,4411,2524,3,970365816,M,18,4,92122,"Towering Inferno, The (1974)",Action|Drama,False
325686,3228,1101,5,968417729,M,25,14,05448,Top Gun (1986),Action|Romance,False
223777,4448,2947,5,966363729,M,25,14,06880,Goldfinger (1964),Action,False
277111,3600,3249,3,966624486,M,35,20,94506,"Hand That Rocks the Cradle, The (1992)",Thriller,False
741648,1182,911,4,997261272,M,1,10,91326,Charade (1963),Comedy|Mystery|Romance|Thriller,False
520415,5015,1135,2,962593835,M,35,6,92672,Private Benjamin (1980),Comedy,False
310007,5184,3051,3,965111286,M,18,20,67212,Anywhere But Here (1999),Drama,False
921653,4950,3007,4,962640430,M,25,16,55421,American Movie (1999),Documentary,False
390596,2148,2699,4,974622082,F,18,0,81301,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller,False
189593,4673,1079,5,963762956,M,35,16,94705,"Fish Called Wanda, A (1988)",Comedy,False
533492,3462,541,1,992485790,F,25,4,73160,Blade Runner (1982),Film-Noir|Sci-Fi,False
654926,3650,158,2,966459183,M,25,0,60611,Casper (1995),Adventure|Children's,False
356555,2119,1682,3,974998348,M,35,4,10036,"Truman Show, The (1998)",Drama,False
447957,1068,3525,3,974948203,F,18,4,77581,Bachelor Party (1984),Comedy,False
73425,5705,1210,3,958545166,F,18,4,90024,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
651862,2164,2985,5,974613210,M,35,0,95826,Robocop (1987),Action|Crime|Sci-Fi,False
903221,5779,2114,3,958160632,M,25,5,10011,"Outsiders, The (1983)",Drama,False
278312,4742,3176,4,963329962,M,25,3,94118,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,False
134722,3288,1198,3,979847726,M,25,14,94133,Raiders of the Lost Ark (1981),Action|Adventure,False
519360,202,899,4,976934681,M,18,4,53706,Singin' in the Rain (1952),Musical|Romance,False
974417,4258,255,3,980276462,M,25,17,19711,"Jerky Boys, The (1994)",Comedy,False
946190,3391,2280,4,967650589,M,18,4,48135,Clay Pigeons (1998),Crime,False
280693,1712,3100,5,980389184,M,25,0,73003,"River Runs Through It, A (1992)",Drama,False
938982,114,2566,3,977506755,F,25,2,83712,Doug's 1st Movie (1999),Animation|Children's,False
83016,2820,1253,3,972661145,F,35,0,02138,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi,False
197766,5512,1580,4,959714172,F,25,17,01701,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,False
566319,1587,788,3,974741232,F,25,3,30308,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,False
548789,456,1234,4,976299858,M,35,0,55105,"Sting, The (1973)",Comedy|Crime,False
645298,2943,2527,5,971321609,M,35,12,95864,Westworld (1973),Action|Sci-Fi|Thriller|Western,False
934771,163,3324,1,977218276,M,18,4,85013,Drowning Mona (2000),Comedy,False
20002,4482,3105,5,965019227,F,35,1,94044,Awakenings (1990),Drama,False
296727,6010,1517,4,956857339,M,35,0,79606,Austin Powers: International Man of Mystery (1997),Comedy,False
237904,2223,2058,4,974600268,M,25,2,60123,"Negotiator, The (1998)",Action|Thriller,False
25902,151,527,4,978683630,F,25,20,85013,Schindler's List (1993),Drama|War,False
310703,1812,1093,3,974786065,F,25,12,48103,"Doors, The (1991)",Drama|Musical,False
949833,3762,1992,1,966435011,M,50,6,11746,Child's Play 2 (1990),Horror,False
227234,3769,2987,5,966058025,M,25,15,02446,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir,False
43042,4126,1,5,972873564,M,25,17,53188,Toy Story (1995),Animation|Children's|Comedy,False
120720,2321,1265,5,974477862,M,25,7,30115,Groundhog Day (1993),Comedy|Romance,False
893818,1207,1686,2,974912141,M,50,0,43617,Red Corner (1997),Crime|Thriller,False
250126,3693,800,5,994362964,M,25,15,94062,Lone Star (1996),Drama|Mystery,False
231754,3024,1466,4,970539590,M,35,17,14302,Donnie Brasco (1997),Crime|Drama,False
491506,712,1025,3,975539537,M,25,0,95136,"Sword in the Stone, The (1963)",Animation|Children's,False
258898,660,2716,4,975698284,M,45,16,70507,Ghostbusters (1984),Comedy|Horror,False
226750,2054,2987,4,974661859,M,25,12,03110,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir,False
932670,3469,2971,5,967231975,M,45,17,02176,All That Jazz (1979),Musical,False
891106,2965,950,3,971119929,F,35,4,48103,"Thin Man, The (1934)",Mystery,False
587702,3283,2572,3,968123142,M,35,16,66208,10 Things I Hate About You (1999),Comedy|Romance,False
268984,1517,1635,5,974746930,M,18,0,10002,"Ice Storm, The (1997)",Drama,False
732580,5161,3435,4,961908674,M,25,4,30052,Double Indemnity (1944),Crime|Film-Noir,False
370898,4140,465,3,965353111,M,25,0,32112,Heaven & Earth (1993),Action|Drama|War,False
777440,4979,424,1,962604531,M,35,2,55423,Blue Chips (1994),Drama,False
774758,3988,1888,5,965708706,F,25,14,60647,Hope Floats (1998),Comedy|Drama|Romance,False
710776,22,3017,3,978155205,M,18,15,53706,Creepshow 2 (1987),Horror,False
734924,3847,2642,2,965881686,M,25,7,12801,Superman III (1983),Action|Adventure|Sci-Fi,False
731101,5755,3420,5,958280390,F,35,2,78744,...And Justice for All (1979),Drama|Thriller,False
98355,5568,110,3,959745003,M,18,4,49841,Braveheart (1995),Action|Drama|War,False
653408,3690,2052,2,966309792,M,18,0,63116,Hocus Pocus (1993),Children's|Comedy,False
869240,1164,2426,2,1004486713,F,25,19,90020,"Theory of Flight, The (1998)",Comedy|Drama|Romance,False
484450,2073,924,3,974662888,F,18,4,13148,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,False
326178,5955,1101,4,957108975,F,25,7,34952,Top Gun (1986),Action|Romance,False
602538,1701,3566,2,974707445,F,25,4,97233,"Big Kahuna, The (2000)",Comedy|Drama,False
734359,4798,1199,3,962970471,M,25,1,19335,Brazil (1985),Sci-Fi,False
729835,1749,1248,3,974702476,M,25,2,10040,Touch of Evil (1958),Crime|Film-Noir|Thriller,False
258987,897,2716,2,975220134,M,25,6,92130,Ghostbusters (1984),Comedy|Horror,False
60948,2990,3068,5,970953813,M,35,12,45243,"Verdict, The (1982)",Drama,False
369357,1242,1639,3,976307113,F,35,0,10014,Chasing Amy (1997),Drama|Romance,False
975488,3940,3090,5,966006518,M,35,20,32708,Matewan (1987),Drama,False
722003,2272,3210,5,974570768,M,25,0,71731,Fast Times at Ridgemont High (1982),Comedy,False
762312,5443,1920,5,959981318,M,25,12,01915,Small Soldiers (1998),Animation|Children's|Fantasy|War,False
760895,669,1663,4,975632363,M,25,17,30307,Stripes (1981),Comedy,False
262639,1451,162,4,974766742,M,35,20,90012,Crumb (1994),Documentary,False
462741,3773,3039,4,966046501,M,35,6,50265,Trading Places (1983),Comedy,False
538011,424,2021,4,1017694640,M,25,17,55112,Dune (1984),Fantasy|Sci-Fi,False
211122,1880,1136,4,975381919,M,35,0,91006,Monty Python and the Holy Grail (1974),Comedy,False
180262,4116,1245,4,969161630,M,35,7,07040,Miller's Crossing (1990),Drama,False
652814,2752,2989,2,973196377,M,25,15,77006,For Your Eyes Only (1981),Action,False
669436,1328,3633,3,974995184,M,35,14,60657,On Her Majesty's Secret Service (1969),Action,False
862567,1835,1986,3,974878919,M,25,19,11501,Halloween 5: The Revenge of Michael Myers (1989),Horror,False
901716,3108,3764,2,969498620,M,50,6,22039,F/X 2 (1992),Action|Crime|Thriller,False
113790,4784,265,5,963253744,F,35,6,48105,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance,False
983234,4169,1642,4,976588321,M,50,0,66048,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama,False
604827,1912,1396,2,1020314572,M,25,4,91325,Sneakers (1992),Crime|Drama|Sci-Fi,False
706115,4042,3273,4,967355498,M,35,15,94002,Scream 3 (2000),Horror|Mystery|Thriller,False
954330,4055,458,2,965495885,M,50,0,98826,Geronimo: An American Legend (1993),Drama|Western,False
39620,4477,2762,5,965054819,M,25,7,98908,"Sixth Sense, The (1999)",Thriller,False
706629,4408,1694,4,965156731,F,45,2,19033,"Apostle, The (1997)",Drama,False
